productoid,nombre,referencia,ean13,ingreso,costo,contribucion,ventana_dias,servidor_sync
"021158","CEBOLLA LARGA MALLA KILO","","21158",92995.0000,48342.0130,44652.9870,30,"192.168.123.231"
"019092","CONZAZONI PENNE RIGA 500G PACX24U","","7702020052313",92950.0000,76930.5640,16019.4360,30,"192.168.123.231"
"018165","WHISKY SOMETHING/SPECIAL 1LT","","080432402771",92900.0000,75041.2100,17858.7900,30,"192.168.123.231"
"027506","MANTEQUILLA SUPERIOR SAL 125G","","7702298000108",92800.0000,66196.0000,26604.0000,30,"192.168.123.231"
"015104","NULYTELY 3350 1SBS CJAX10SBS","100020152","7707204490110",92800.0000,20780.2000,72019.8000,30,"192.168.123.231"
"009703","POLLO BUCANERO ENTERO SIN VICERA BANDEJA 1500G APROX 19","","7700708003008",92500.0000,72918.0028,19581.9972,30,"192.168.123.231"
"027945","GALLETA VITAD 30G 4U","","7707823649180",92500.0000,66894.0405,25605.9595,30,"192.168.123.231"
"027946","GALLETA VITAD 30G 4U","","7709552851612",92500.0000,66874.3696,25625.6304,30,"192.168.123.231"
"004727","BASE MAGGI 50G BECHAMEL DISX24U","","7702024014911",92400.0000,62232.8937,30167.1063,30,"192.168.123.231"
"022042","AREPA PRODUCTOS MI TIERRA 500G QUESO MANTEQUILLA 5U","","7707345650022",92300.0000,76699.7850,15600.2150,30,"192.168.123.231"
"004147","AZUCAR MANUELITA 1LB BLANCA BTOX25U","","7702406001188",92250.0000,64642.6740,27607.3260,30,"192.168.123.231"
"004454","DORIA TALLARIN 250G PACX24U","","7702085012055",92250.0000,57691.4948,34558.5052,30,"192.168.123.231"
"007261","SEVEDOL FORTE 6TAB CJAX60TAB","100019601","7702870070888",92000.0000,75673.3782,16326.6218,30,"192.168.123.231"
"023177","MONTICELLO NAPOLITANA 400G NAPOLITANA SALSA","","7702085021620",92000.0000,65429.5713,26570.4287,30,"192.168.123.231"
"030381","VAJILLA CORONA 4X12U ALICE","","7702484267926",92000.0000,61232.3000,30767.7000,30,"192.168.123.231"
"017024","CLAVUTEC 500MG CJAX14TAB","100023975","7707274721930",91900.0000,40957.0000,50943.0000,30,"192.168.123.231"
"000174","MELON HONEY WHITE KILO","","174",91806.0000,78000.0000,13806.0000,30,"192.168.123.231"
"013706","PH SUAVE BCO HT 12U SOFT CARE","13706","7702120014372",91800.0000,79259.4000,12540.6000,30,"192.168.123.231"
"026801","MARGARINA KARAVANSAY CLARIFICADA 200G","","7707357440352",91800.0000,65164.7404,26635.2596,30,"192.168.123.231"
"029450","GELATINA FRUTIÑO 120G SURTIDA 3U CJAX16U","","7702354955342",91800.0000,50606.1892,41193.8108,30,"192.168.123.231"
"014320","ACEITE CANOLA LIFE 1.8ML LIFE","","7702020050012",91780.0000,60507.5614,31272.4386,30,"192.168.123.231"
"000450","NORAVER-B 6TAB MASTI NARANJA CJAX96TAB","100016942","7702057184315",91700.0000,71212.6370,20487.3630,30,"192.168.123.231"
"021555","DOG CHOW ADULTO 2KL RAZA MEDIANO GRANDE EXTRALIFE","","7702521261542",91600.0000,72170.3980,19429.6020,30,"192.168.123.231"
"023624","PAPA MCCAIN 1KG RAPI","","7707203350071",91600.0000,61111.7332,30488.2668,30,"192.168.123.231"
"026765","SHAMPOO SAVITAL 510ML ANTICASPA MENTA Y EUCALIPTO","200043846","7702006302036",91500.0000,84539.2875,6960.7125,30,"192.168.123.231"
"014420","DETERGENTE LIQUIDO FAB ULTRA FLASH 1.8LT VIBRA COLOR DOYPACK","","7702191164556",91500.0000,66861.0000,24639.0000,30,"192.168.123.231"
"009073","PERCLUSONE 500MG CJAX10TAB","009073","7707019339116",91250.0000,25803.1509,65446.8491,30,"192.168.123.231"
"026142","ACEITE RIQUISIMO 900ML MEZCLA VEGETAL CJX12U","","7701018076256",91200.0000,65628.5265,25571.4735,30,"192.168.123.231"
"027582","RIFAXIMINA 550MG MK CJAX14TAB","100027427","7702057658076",91050.0000,77383.0000,13667.0000,30,"192.168.123.231"
"023030","NUEZ NOGAL SOSE 160G","23030","7707332236178",91000.0000,60920.3364,30079.6636,30,"192.168.123.231"
"021086","PASABOCAS MARGARITA 160G CHEETOS BOLIQUESO","","7702189045577",91000.0000,60755.9054,30244.0946,30,"192.168.123.231"
"021580","PAN COMAPAN 520G EXTRALARGO MANTEQUILLA","","7702432075344",90870.0000,78632.4500,12237.5500,30,"192.168.123.231"
"028692","CREMA DENTAL COLGATE P60G L75G TRIPLE ACCION MENTA ORIGINAL","200046249","7509546699998",90850.0000,61611.4919,29238.5081,30,"192.168.123.231"
"003554","ACEITE RIQUISIMO 1.9LT MEZCLA VEGETAL CJX6U","","7701018056807",90800.0000,66057.5293,24742.4707,30,"192.168.123.231"
"015264","CHOCOLATE SOL 280G MENOS AZUCAR","","7702088190194",90600.0000,72890.6070,17709.3930,30,"192.168.123.231"
"030720","DESODORANTE ARDEN FOR MEN CREMA 135G ORIGINAL MEN 2U + TALCO 85G","200048140","7702044297868",90600.0000,62240.0000,28360.0000,30,"192.168.123.231"
"007733","DOLEX JARABE 120ML NIÑOS 7+","100016340","7501043130769",90300.0000,75909.0000,14391.0000,30,"192.168.123.231"
"013810","TENA M 20U PANTS ULTRA","200038913","7702026179373",90050.0000,67953.6700,22096.3300,30,"192.168.123.231"
"002037","PASABOCAS MARGARITA 271G LONCHERA 12U","","7702189054364",90000.0000,60246.8520,29753.1480,30,"192.168.123.231"
"007122","FUNGISTEROL SHAMPOO 2% FCO 200ML","7122","7707019334302",90000.0000,46299.9334,43700.0666,30,"192.168.123.231"
"004408","SHAMPOO HYS 375ML ANTICOMEZON","200045451","7500435231237",89950.0000,73981.7000,15968.3000,30,"192.168.123.231"
"021947","DETERGENTE DERSA 2KG REY CJAX10U","","7702166041523",89950.0000,67968.6256,21981.3744,30,"192.168.123.231"
"023528","LAVA PLATOS LIQUIDO LOZA CREM 1.5LT BOTANICAL","","7703812411929",89950.0000,64059.2955,25890.7045,30,"192.168.123.231"
"003211","TALCO MEXSANA 300G+85G ANTIBACTERIAL","200045140","7702123013846",89850.0000,60571.8706,29278.1294,30,"192.168.123.231"
"003147","MORTADELA RICA 250G 15U","","7702398001401",89700.0000,72019.9690,17680.0310,30,"192.168.123.231"
"014183","CLENOX 40MG 1JER PRELLE","100020136","7703153016852",89700.0000,26000.0000,63700.0000,30,"192.168.123.231"
"007093","QUESO ALPINA 250G BLOQUE CAMPESINO","","7702001016068",89600.0000,75684.9303,13915.0697,30,"192.168.123.231"
"029888","NESTUM 350G TRIGO MIEL","200026588","7613034027610",89600.0000,63951.2114,25648.7886,30,"192.168.123.231"
"014393","ALPINITO 90G 1U","","7702001100156",89600.0000,30000.0400,59599.9600,30,"192.168.123.231"
"027371","CREMA NIVEA 200ML MULTIPROPOSITO","200043937","7501054500193",89550.0000,70663.4462,18886.5538,30,"192.168.123.231"
"000435","DOLEX GRIPA 4TAB CJAX100TAB","100001916","7451079001529",89250.0000,60065.9637,29184.0363,30,"192.168.123.231"
"022717","CERVEZA CLUB COLOMBIA 330ML LATA 6U PACX4S","","7702004003539",89000.0000,59762.1000,29237.9000,30,"192.168.123.231"
"023039","MAIZ ZENU 482G 2U","","7701101358405",88900.0000,63419.8810,25480.1190,30,"192.168.123.231"
"026559","POLLO CAMPOLLO MOLIDA 500G","","7700708011720",88800.0000,52202.7316,36597.2684,30,"192.168.123.231"
"015636","SALCHICHA ZENU TRADICIONAL 450G 18U","","7701101261088",88500.0000,63016.1148,25483.8852,30,"192.168.123.231"
"003977","VITAMINA C 10U 500MG MANDARINA CJAX100U","100019851","7702057700157",88400.0000,156499.8651,-68099.8651,30,"192.168.123.231"
"025593","SERVILLETA FAVORITA 300U CORTADAS","","7702120012682",88000.0000,67487.8000,20512.2000,30,"192.168.123.231"
"024943","ORELLANAS BANDEJA ENTERO 250G","","",88000.0000,64000.0000,24000.0000,30,"192.168.123.231"
"027555","PIMENTON AMARILLO KILO","","27555",87812.0000,252757.3060,-164945.3060,30,"192.168.123.231"
"019581","TOSH WAFER 162G 6U","","7702025143047",87600.0000,61767.9728,25832.0272,30,"192.168.123.231"
"028415","X-RAY DOL 4TAB CAJA 250/220/65MG (SF) CJAX80TAB","100027657","0650240069932",87600.0000,47889.7697,39710.2303,30,"192.168.123.231"
"029117","KUMIS ALPINA 150G 4U VASO","","7702001026951",87500.0000,60585.0000,26915.0000,30,"192.168.123.231"
"005744","SALCHICHA ZENU TRADICIONAL 225G 9U","","7701101261071",87300.0000,61281.0474,26018.9526,30,"192.168.123.231"
"012919","BLOQUEADOR BALAO 120G SPF50","200034498","7704768002124",87300.0000,43959.0036,43340.9964,30,"192.168.123.231"
"021375","LIMPION LUNAY DECORADO","","7707299321542",87200.0000,56988.9895,30211.0105,30,"192.168.123.231"
"013101","AJO EN DIENTE PAQUETE","","",87000.0000,90200.0000,-3200.0000,30,"192.168.123.231"
"022030","TORTILLA BIMBO 240G MANTEQUILLA M 8U","","7705326001504",87000.0000,61798.6120,25201.3880,30,"192.168.123.231"
"027708","SUAVIZANTE LA JOYA 1.2LT CAMPO PRIMAVERAL","","7702088214111",86900.0000,62061.8192,24838.1808,30,"192.168.123.231"
"018365","CHOCOLATE CORONA CRUZ 200G SIN AZUCAR","","7702007061741",86500.0000,70013.4355,16486.5645,30,"192.168.123.231"
"018747","CAF BUENDIA CLAS 85G(PN)","18747","7707211630912",86400.0000,69698.8424,16701.1576,30,"192.168.123.231"
"025601","ESPONJA IMPERSA INOXIDABLE","","7707299320040",86250.0000,64118.1196,22131.8804,30,"192.168.123.231"
"009524","LOSARTAN 50MG 30TAB AMERICAN GENERICS","100014360","7706569021618",86000.0000,45674.3592,40325.6408,30,"192.168.123.231"
"018976","DETERGENTE AK-1 3KG VALVULA","","7702310047401",85800.0000,60486.6746,25313.3254,30,"192.168.123.231"
"013383","DOGOURMET ADULTO 2KL CARNE PARRILLA","","7702084050010",85600.0000,69899.4236,15700.5764,30,"192.168.123.231"
"020989","TORTILLA BAWBI 360G M 12U","","7709990577457",85600.0000,57715.9023,27884.0977,30,"192.168.123.231"
"003018","CAFE NESCAFE 170G DOLCE PACX12U","3018","7702024059875",85560.0000,79148.0000,6412.0000,30,"192.168.123.231"
"023521","SALSA AJO SANJORGE 200G DOYPACK","","7702014808537",85500.0000,57153.4487,28346.5513,30,"192.168.123.231"
"027627","MOSTAZA BARY 200G DOYPACK","","7702439000806",85400.0000,58177.9396,27222.0604,30,"192.168.123.231"
"023483","CHOCOLATE LUKER 156G SPLENDA LIGHT PASTILLA","","7702088204488",85200.0000,68676.0000,16524.0000,30,"192.168.123.231"
"013582","MILO 500G NUTRIFIT DOYPACK","013582","7702024056423",85200.0000,60105.9390,25094.0610,30,"192.168.123.231"
"003146","MOR RICA IDEAL 345G JAMON","3146","7702398040837",85050.0000,69030.0000,16020.0000,30,"192.168.123.231"
"027834","SHAMPOO HYS 650ML 2E1 LIMPIEZA RENOVADORA","200045197","7500435162265",85000.0000,55380.0000,29620.0000,30,"192.168.123.231"
"021213","COLANTA 1100ML DESLACTOSADA 1U","","7702129003407",84800.0000,71042.7785,13757.2215,30,"192.168.123.231"
"019193","QUE STELAR 500G BLOQ DOBL CREM","19193","7709990966954",84750.0000,71500.0000,13250.0000,30,"192.168.123.231"
"009316","CREMA ADHESIVA WHOLEFRESH 40G SIN SABOR","200024127","7707200902235",84750.0000,23470.1400,61279.8600,30,"192.168.123.231"
"003120","PONQUE GALA 400G","","7702914599047",84700.0000,60686.4540,24013.5460,30,"192.168.123.231"
"013694","INSTA CREM 100 SOBRES","","7702354005610",83960.0000,62010.1209,21949.8791,30,"192.168.123.231"
"024786","ACO ELVIVE 370ML DREA LISO","200046762","7509552961515",83850.0000,56847.3966,27002.6034,30,"192.168.123.231"
"016042","CREMA DENTAL COLGATE 110G SENSITIVE PRO ALIVIO ORIGINAL","200033724","7891024132647",83850.0000,47190.9980,36659.0020,30,"192.168.123.231"
"023563","MAYONESA BARY 150G VALVULA DOYPACK","","7702439228453",83720.0000,52520.0249,31199.9751,30,"192.168.123.231"
"006815","CHOCOLATE CHOCOLYNE 120G SPLENDA BOLSA","","7702007033496",83700.0000,59276.6001,24423.3999,30,"192.168.123.231"
"016842","SALSA TOMATE BARY 150G DOYPACK CJAX24U","","7702439281830",83700.0000,58396.4128,25303.5872,30,"192.168.123.231"
"011032","GALLETA MILO 390G ANILLO 12U","","7702024064510",83650.0000,61296.6408,22353.3592,30,"192.168.123.231"
"030192","QUESO COLANTA 100G RAYADO PARMESANO","","7702129019309",83650.0000,59643.8367,24006.1633,30,"192.168.123.231"
"004014","DORIA LASAGNA 400G CJAX24U","","7702085003428",83650.0000,58599.5915,25050.4085,30,"192.168.123.231"
"008130","HAMBURGUESA RANCHERA 130G 2U","","7701101350843",83600.0000,59680.5117,23919.4883,30,"192.168.123.231"
"027495","SALCHICHA RICA MANGUERA 360G 8U","","7702398040974",83600.0000,59356.1140,24243.8860,30,"192.168.123.231"
"000109","ÑAME KILO","","109",83506.5000,53504.5400,30001.9600,30,"192.168.123.231"
"002641","CHOCOLISTO 200G CJAX24U","2641","7702007216127",83500.0000,57494.5528,26005.4472,30,"192.168.123.231"
"015267","GELATINA DANONE 90G FORTICADA","","7707331406534",83400.0000,58556.5960,24843.4040,30,"192.168.123.231"
"015183","CREMA PONDS 100G FACIAL CLARANT B3 FPS30","200039713","7506306216778",83300.0000,52460.9158,30839.0842,30,"192.168.123.231"
"009701","POLLO BUCANERO CAMPESINO MEDIO BANDEJA 1100G","","7700708000915",83200.0000,67910.2886,15289.7114,30,"192.168.123.231"
"000108","BATATA KILO","","108",83058.0000,135012.8779,-51954.8779,30,"192.168.123.231"
"013381","WHISKY GRANTS 1LT","","5010327000039",83000.0000,67371.8257,15628.1743,30,"192.168.123.231"
"015678","HIALTEARS-GT FCO 15ML","100020694","7707239275744",83000.0000,63474.0000,19526.0000,30,"192.168.123.231"
"030914","TONIMER HIPERTONICO SPRAY 100ML","100029238","8055510241599",82850.0000,64886.0000,17964.0000,30,"192.168.123.231"
"003142","COLOR REY 60G DISX12U","","7702175111248",82800.0000,56142.6400,26657.3600,30,"192.168.123.231"
"017367","TENA M 8U PANTS CLASICO","200036658","7702026174149",82650.0000,58698.9382,23951.0618,30,"192.168.123.231"
"019250","SALCHICHON RICA POLLO 850G","","7701101357309",82600.0000,66324.2635,16275.7365,30,"192.168.123.231"
"020470","CEREALES KELLOGGS 190G CHOCOKRISPIS BOLSA","","7702103999559",82600.0000,55578.3530,27021.6470,30,"192.168.123.231"
"025292","SALCHICHON KIMBY POLLO 750G","","7700708010662",82500.0000,63490.1267,19009.8733,30,"192.168.123.231"
"030379","SALCHICHON ZENU CERVECERO 900G GT 150 G","","7701101247433",82200.0000,63583.2684,18616.7316,30,"192.168.123.231"
"029191","SEMILLA SOSE 160G CALABAZA","29191","7707332236390",82200.0000,54955.9026,27244.0974,30,"192.168.123.231"
"019497","MANTEQUILLA COLANTA SIN SAL 125G","","7702129030267",82000.0000,58482.0792,23517.9208,30,"192.168.123.231"
"020988","TORTILLA BAWBI 250G INTEGRAL M 8U","","7709990577464",81900.0000,65934.9104,15965.0896,30,"192.168.123.231"
"025951","PONQUE BIMBO SUBMARINO 204G SURTIDO 6U","","7705326081223",81900.0000,59032.5201,22867.4799,30,"192.168.123.231"
"006116","CEPILLO DENTAL PRO 425 DELUXE MEDIO 2X1","200027187","7501086453931",81900.0000,57756.0000,24144.0000,30,"192.168.123.231"
"014121","GAVISCON 1SBS 10ML DOBLE ACCION CJAX12U","100020742","7702626211770",81672.0000,43728.9451,37943.0549,30,"192.168.123.231"
"006929","GELATINA FRUTIÑO 140G SURTIDA 4U","","7702354957018",81600.0000,57779.9493,23820.0507,30,"192.168.123.231"
"026013","GUANTES PREINDUMAX C25 T9 NEGRO","","7707349920602",81600.0000,57567.6000,24032.4000,30,"192.168.123.231"
"029876","GRANOLA TONING 850G SEMILLA ALMENDRA","","7702622799968",81600.0000,54800.0000,26800.0000,30,"192.168.123.231"
"020096","DETERGENTE DERSA 500G CJAX40U","","7702166004801",81600.0000,54446.7441,27153.2559,30,"192.168.123.231"
"028833","CEREALES NESTLE 310G CHOCAPIC CAJA MIX","","8445291767638",81500.0000,57870.0000,23630.0000,30,"192.168.123.231"
"009199","CEREALES BUENOS DIAS 500G AROS FRUTALES BOLSA CJAX16U","","7703357000237",81450.0000,67025.9272,14424.0728,30,"192.168.123.231"
"012267","CREMA ADHESIVA WHOLEFRESH 40G MENTA","200027050","7707200901122",81450.0000,43053.1522,38396.8478,30,"192.168.123.231"
"002849","UVAS PASAS SOLSEMILLA 180G","","7707332231920",81400.0000,47191.2445,34208.7555,30,"192.168.123.231"
"023213","PANELADA 1.5LT LIMON X4U","","7702354950910",81200.0000,57455.6290,23744.3710,30,"192.168.123.231"
"017704","BIOTINA 900MG ADVA 60CAP ICOM","200037484","7704768001332",81200.0000,31566.4000,49633.6000,30,"192.168.123.231"
"031032","NUGGETS POLLO ZENU 420G P20LL21U","","7701101363232",81000.0000,64680.0000,16320.0000,30,"192.168.123.231"
"020582","SALSA TOMATE BARY 1000G DOYPACK CJAX12U","","7702439001070",81000.0000,56003.6070,24996.3930,30,"192.168.123.231"
"023209","SARTEN IMUSA 24CM ANTIADHERENTE TITANIUM TAPA VIDRIO","","7702073029843",80900.0000,0.0000,80900.0000,30,"192.168.123.231"
"011742","ACEITE CANOLA LIFE 1LT LIFE","","7702020050005",80850.0000,51515.4130,29334.5870,30,"192.168.123.231"
"002589","CREMA NIVEA 60ML FACIAL HIDRATANTE","200004702","4005800137679",80850.0000,46457.9484,34392.0516,30,"192.168.123.231"
"018317","VINO GATO NEGRO 750ML MALBEC CJAX12U","","7798081661939",80800.0000,65983.7142,14816.2858,30,"192.168.123.231"
"022659","CHORIZO COLANTA SANTA ROSANO 500G 8U","","7702129072250",80800.0000,56907.7600,23892.2400,30,"192.168.123.231"
"002176","CEPILLO DENTAL PRO 425 DELUXE SUAVE","200031028","2750100671161",80750.0000,56163.2424,24586.7576,30,"192.168.123.231"
"023601","AREPA PRODUCTOS MI TIERRA 500G MAIZ PAISA MAIZ 5U","","7707345650039",80600.0000,67599.9776,13000.0224,30,"192.168.123.231"
"029940","ELECTROLIT HIDRATANTE 625ML FRESA KIWI","100023966","7501125176531",80550.0000,68900.5988,11649.4012,30,"192.168.123.231"
"028442","JABON PALMOLIVE 110G SANDIA Y LECHE BARRA 3U","028442","7509546676913",80550.0000,37173.7593,43376.2407,30,"192.168.123.231"
"024543","PANELADA 1.5LT LIMON X8U","","7702354950927",80500.0000,57298.7391,23201.2609,30,"192.168.123.231"
"030675","REFAJO ANDINA 310ML LATA 6U PACX4S","","7707430879130",80400.0000,7164.4811,73235.5189,30,"192.168.123.231"
"012814","CHORIZO ZENU ANTIOQUEÑO 500G 8U","","7701101310021",80250.0000,56100.0000,24150.0000,30,"192.168.123.231"
"008284","ADVIL CHILDREN SUSPENSION 100ML","100016190","7702132009748",80100.0000,67322.9021,12777.0979,30,"192.168.123.231"
"020477","DETERGENTE ARIEL 2KG REVITA COLOR CJAX8U","","7500435149570",80100.0000,56979.0300,23120.9700,30,"192.168.123.231"
"003453","DOLEX JARABE 90ML NIÑOS 2+","100001919","7707172685778",80000.0000,66750.6667,13249.3333,30,"192.168.123.231"
"023714","DESODORANTE REXONA BARRA 48G CLEAN SCENT WOMEN 2U","200041920","7702006298766",79980.0000,58871.1214,21108.8786,30,"192.168.123.231"
"004262","PASABOCAS RAMO 200G TOSTACOS","","7702914159401",79900.0000,56015.9544,23884.0456,30,"192.168.123.231"
"029134","DET LIQ TOP 3L ROPA COLOR","29134","7702166068780",79900.0000,55572.0000,24328.0000,30,"192.168.123.231"
"028926","CREMA DENTAL COLGATE 180G MAX WHITE","200046286","7891024123362",79750.0000,58224.0040,21525.9960,30,"192.168.123.231"
"002550","TODAY 3U LUBRICADO","200004112","7702132002688",79750.0000,43074.5110,36675.4890,30,"192.168.123.231"
"004690","ALCOHOL ALCOPY FRASCO 700ML ICOM","100024824","7704768004937",79600.0000,62668.5094,16931.4906,30,"192.168.123.231"
"029655","LAP LIQ MBOY 3.8LT NEUTR","29655","7707291731912",79600.0000,53640.0000,25960.0000,30,"192.168.123.231"
"029071","ENSALADA SUAVE 100G BSA","","7709121583531",79200.0000,59920.4511,19279.5489,30,"192.168.123.231"
"004539","BASE MAGGI 50G POLLO CHAMPIÑON DISX24U","","7702024015901",79200.0000,59011.2000,20188.8000,30,"192.168.123.231"
"004255","AVENA QUAKER INST 300G VAINILLA","","7702193149162",79200.0000,57144.2524,22055.7476,30,"192.168.123.231"
"029210","YOG DEJAMU KEFI 1000G FRUT AZUL","29210","7707365176939",79200.0000,56168.0000,23032.0000,30,"192.168.123.231"
"028801","LAP AXION LIQ 1500ML CITRI DP","28801","7509546695891",79200.0000,53097.6990,26102.3010,30,"192.168.123.231"
"021399","AGUA BRISA 6LT SIN GAS","","7702535002650",79090.0000,68492.8046,10597.1954,30,"192.168.123.231"
"002128","BOCANO LIBERALES 6U","","7707221760043",79000.0000,56000.0584,22999.9416,30,"192.168.123.231"
"019835","MULTICOMPLEX-B 30CAP CAJA ICOM CJAX30C","200036142","7704768000618",79000.0000,23406.2484,55593.7516,30,"192.168.123.231"
"025949","BROWNIE BROWN MINIX 302G 15U","","7705326081339",78750.0000,57797.0683,20952.9317,30,"192.168.123.231"
"026454","MONTICELLO 190G PESTO GENOVE SALS","26454","7702085021637",78400.0000,55892.0000,22508.0000,30,"192.168.123.231"
"004234","BON YURT 170G ZUCARITAS","","7702001086023",78400.0000,55155.8700,23244.1300,30,"192.168.123.231"
"030486","GELATINA GELHADA 35G 3U CJAX32U","","7702014646986",78400.0000,49716.0000,28684.0000,30,"192.168.123.231"
"014658","ALPINITO 90G 1U","","7702001100163",78400.0000,32308.0980,46091.9020,30,"192.168.123.231"
"020791","POLLO BUCANERO ENTREMUSLO BLANCO 6U","","7703460207912",78210.0000,58673.8104,19536.1896,30,"192.168.123.231"
"028658","SALTIN 2TAC 200G MENOS SODIO","","7702025150946",78200.0000,57017.6385,21182.3615,30,"192.168.123.231"
"003519","SHAMPOO JOHNSONS 400ML BABY MANZANILLA","200007315","7702031293248",78100.0000,63086.0000,15014.0000,30,"192.168.123.231"
"027195","AREPA PETOS AREPA 350G PANDEBONO 5U","","7709990242843",78100.0000,59999.9154,18100.0846,30,"192.168.123.231"
"025567","MANTEQUILLA ALPINA SAL 250G","","7702001020393",78000.0000,55298.4019,22701.5981,30,"192.168.123.231"
"008643","ECLOSYNT-NAS INHALADOR FCO 50MCG 200 DOSIS","100022704","7707274721091",78000.0000,46409.7500,31590.2500,30,"192.168.123.231"
"029403","FESTIVAL 360G 10U MORA AZUL","29403","7702025151929",77940.0000,45414.9978,32525.0022,30,"192.168.123.231"
"000027","RAIZ CHINA BANDEJA","","27",77900.0000,44400.0000,33500.0000,30,"192.168.123.231"
"002821","MUÑECA CABELLO DE ANGEL 250G PACX24U","","7702020112055",77700.0000,54415.9488,23284.0512,30,"192.168.123.231"
"007426","MAYONESA FRUCO 180G LIGHT DOYPACK","","7702047039014",77700.0000,53445.4570,24254.5430,30,"192.168.123.231"
"014938","ALPINITO 45G 12U","","7702001100095",77600.0000,65811.2063,11788.7937,30,"192.168.123.231"
"007070","BOLSA MERCABOY ECONOMICA","","7700886000301",77500.0000,32695.0180,44804.9820,30,"192.168.123.231"
"028659","TOSH CEREALES 500G CRUNCHY FRESA CAJA","","7702007036602",77100.0000,55059.0000,22041.0000,30,"192.168.123.231"
"023032","NUEZ PECAN SOSE 160G","23032","7707332236192",77100.0000,50672.2767,26427.7233,30,"192.168.123.231"
"020520","ESOMEPRAZOL 40MG 30TAB ICOM","100025973","7704768000601",77100.0000,28790.2500,48309.7500,30,"192.168.123.231"
"028780","VANISH 900ML +BLAN 450ML BLANCO TOTAL","","7702626218779",77000.0000,51374.2776,25625.7224,30,"192.168.123.231"
"003099","AVENA PANCHO HOJUELA 600G PACX21U","","7702193100491",76800.0000,63365.8139,13434.1861,30,"192.168.123.231"
"026599","ATUN MIDIA TROZO 140G ACE","26599","7700149205931",76800.0000,41090.8734,35709.1266,30,"192.168.123.231"
"029899","PEDIALYTE 60 HIDRATANTE 500ML ZINC FRESA","100025818","7501033961557",76650.0000,65034.2420,11615.7580,30,"192.168.123.231"
"027589","TAJADA PLATANO 200G CHIPS","","606110945493",76500.0000,64728.2571,11771.7429,30,"192.168.123.231"
"029030","QUESO SOTAQUIREÑO 500G BLOQUE CAMPESINO","","7709863153047",76500.0000,39000.0000,37500.0000,30,"192.168.123.231"
"004764","ADVIL MAX 16CAP","100010062","7702132004330",76200.0000,63902.0000,12298.0000,30,"192.168.123.231"
"030148","CAFE NESCAFE 150G TRADICIONAL DOYPACK PACX12U","29789","7702024573890",76050.0000,68016.0000,8034.0000,30,"192.168.123.231"
"004793","COLANTA 380G ENTERA POLVO","","7702129005319",76000.0000,66239.2224,9760.7776,30,"192.168.123.231"
"018179","ALMIPRO UNGUENTO 500G SAN JORGE","100022694","7701684000135",76000.0000,66208.1209,9791.8791,30,"192.168.123.231"
"020072","ACEITE DIANA 900ML VITAMINA MEZCLA VEGETAL CJX12U","","7702028000330",76000.0000,54121.0160,21878.9840,30,"192.168.123.231"
"022761","MILO 800G ACTIV GO DOYPACK","022761","7702024501121",75900.0000,54641.8863,21258.1137,30,"192.168.123.231"
"018630","SHA HYS 375ML 2E1 SUAV MANE 2UNDS","18630","7500435126847",75900.0000,41434.9667,34465.0333,30,"192.168.123.231"
"000497","AGUA BRISA 1.5LT","","7702535027868",75810.0000,54444.7337,21365.2663,30,"192.168.123.231"
"029480","CAF NESCAFE CLAS 85G ICE","29480","7702024978756",75800.0000,61720.0000,14080.0000,30,"192.168.123.231"
"027702","SALSA SOYA LA CORUÑA 1000G","","7702312240312",75800.0000,54144.0000,21656.0000,30,"192.168.123.231"
"011807","BACIPREX 250MG 100M ICOM","100019502","7704768005491",75800.0000,30804.0000,44996.0000,30,"192.168.123.231"
"020818","CHUNKY DOG ADULTO 2KL POLLO","","7707205156855",75600.0000,61731.6904,13868.3096,30,"192.168.123.231"
"018601","YOG SUPERI STDO 130G 5U GOMAS","18601","7702298000993",75600.0000,53998.0000,21602.0000,30,"192.168.123.231"
"017586","MARGARINA FINA SAL 250G MESA","","7702161002031",75600.0000,48477.5500,27122.4500,30,"192.168.123.231"
"013300","DIFLENAC 100MG 1SBS 10TAB CJAX2SBS","013300","7707019339123",75600.0000,31438.8552,44161.1448,30,"192.168.123.231"
"023310","TOALLA COCINA FAMILIA 150H PRACTI DIARIAS JUMBO PACK 1ROLL","","7702026176914",75200.0000,53101.4595,22098.5405,30,"192.168.123.231"
"025952","PONQUE BIMBO LONCHERA 194G SURTIDO 7U","","7705326081216",75000.0000,53964.9680,21035.0320,30,"192.168.123.231"
"019091","TOSH GRANOLA 300G AVENA PASA BOLSA","","7702007059649",75000.0000,52032.0000,22968.0000,30,"192.168.123.231"
"015847","CAPELL 60CAP","15847","751273785209",75000.0000,37815.0000,37185.0000,30,"192.168.123.231"
"015341","CANELA REY 30G MOLIDA","","7702175158823",74850.0000,51449.5878,23400.4122,30,"192.168.123.231"
"005623","COMBO ZENU TRADICIONAL 2MORT250G + SCHON225G 950g","","7701101361603",74800.0000,60479.9616,14320.0384,30,"192.168.123.231"
"026798","PANCAKES KARAVANSAY 500G","","7707357444237",74750.0000,50843.7588,23906.2412,30,"192.168.123.231"
"019904","URSACOL 300MG CJAX20TAB","100025580","7703445109057",74500.0000,67387.7500,7112.2500,30,"192.168.123.231"
